chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,LABEL,filename
0.3561015,0.04367097,1532.655700131951,1264.2558422715726,2586.9608626198083,0.1323195387380191,-235.27014,104.50074,-58.24617,-6.6625667,-18.60824,-5.2578397,-17.514986,-3.275737,-7.5535746,-0.82681626,-7.8263927,-3.5842936,-13.250869,-1.3367612,-11.927903,-10.935818,-9.845718,-9.662262,-12.481853,-7.3838453,REAL,biden-original_seg13
0.36096662,0.04582822,1585.4230361769428,1338.934417690539,2671.550519169329,0.1337297823482428,-238.35251,97.91669,-53.821262,-0.7473545,-10.321163,-6.6993375,-19.944645,-7.0354605,-12.914639,-2.7073038,-9.45042,-5.184229,-13.645049,-0.6630215,-11.431798,-11.860864,-8.545357,-12.31565,-16.026155,-5.316268,REAL,biden-original_seg14
0.3144552,0.040557045,1612.4004071495754,1347.7396185016455,2783.321685303514,0.1384097943290735,-267.93845,100.54357,-44.806892,-0.23536326,-10.833046,-7.663622,-20.53553,-6.5235596,-7.289059,-2.2762947,-9.018302,-3.4129117,-12.878292,-2.0746799,-12.463459,-9.417144,-4.735626,-11.770441,-18.421513,-8.412958,REAL,biden-original_seg15
0.37505013,0.03180642,1522.4885877092229,1315.681091659599,2628.2448083067093,0.130194813298722,-267.57578,105.22342,-57.71443,-7.8862123,-18.731655,-4.5637226,-10.14804,-8.748804,-5.080393,-1.0295148,-8.660788,-3.3912544,-12.0673895,-1.6101785,-10.778177,-8.478429,-8.690528,-9.466703,-12.893701,-7.4121056,REAL,biden-original_seg16
0.3552104,0.041205075,1616.022056303006,1349.6534463334744,2728.45946485623,0.1469008960662939,-243.95992,98.577866,-50.259174,-8.525954,-22.978159,-6.4991484,-16.099056,-9.992909,-7.3816423,2.021705,-11.159059,-1.2782267,-15.960947,-3.730011,-9.82024,-9.091775,-7.703267,-8.538721,-13.589279,-8.061151,REAL,biden-original_seg17
0.35855898,0.038117673,1581.396899028526,1323.7593389586616,2664.561701277956,0.1361009884185303,-262.17236,97.751274,-58.612843,-1.9684743,-15.322927,-7.302683,-18.786964,-9.919902,-9.943126,-1.0623633,-9.304366,-2.1970296,-12.472453,-4.8429136,-11.781124,-8.758457,-9.821861,-13.793053,-13.241551,-3.5236688,REAL,biden-original_seg18
0.33167115,0.0396623,1729.470603118482,1418.8935629652854,3009.834265175719,0.1412349615615016,-252.58012,84.74865,-45.806732,10.253562,-13.64399,-13.227171,-24.727064,-3.5075462,-9.594245,-5.0100675,-7.304874,0.2924314,-10.98893,-5.470009,-13.262168,-12.057726,-15.09374,-14.551252,-11.118582,-2.0093489,REAL,biden-original_seg19
0.3707402,0.04886635,1693.2345503733884,1325.2489590555192,2804.2382188498405,0.1503141848043131,-196.91006,83.14584,-75.61538,-16.046154,-27.950008,-12.198386,-15.825362,-4.0875893,-8.442137,-1.5537312,-7.857152,0.45551562,-14.880163,-5.2917933,-11.747885,-8.959733,-10.326015,-8.425298,-8.463921,0.97975075,REAL,biden-original_seg20
0.385206,0.053833276,1798.3100863353832,1450.6890556941205,3125.5990415335464,0.1549614367012779,-175.97838,75.989426,-64.73002,-13.177634,-28.718687,-10.690587,-15.424434,-6.533182,-6.64996,-2.8101172,-11.996287,-1.564792,-11.91691,-4.5886097,-5.9459333,-5.1918774,-8.755367,-6.109395,-11.678088,-5.7419286,REAL,biden-original_seg21
0.36090878,0.049936622,1718.7729672800135,1441.3200850381395,3051.8919728434503,0.1496605431309904,-195.65504,85.92058,-57.09225,-15.146801,-25.075268,-4.8987637,-17.36276,-9.518842,-9.530388,-1.8100808,-12.428756,-0.7912418,-13.602716,-3.4128854,-8.534557,-9.782606,-9.445271,-9.140354,-13.25424,-4.900075,REAL,biden-original_seg22
0.36113963,0.05631165,1736.7221433367638,1387.78108017133,2984.1004392971245,0.1520270691892971,-189.65103,81.21858,-68.19597,-16.395645,-25.179102,-8.182937,-15.06025,-7.6866937,-11.238419,0.1647195,-9.43696,-1.2962086,-16.93,-7.5304832,-10.152522,-12.594108,-9.005254,-4.3033094,-7.9927087,1.6763662,REAL,biden-original_seg23
0.35420918,0.045841724,1654.935470059489,1374.2941433538058,2816.9179313099044,0.1382241538538338,-214.54643,88.11318,-63.152107,-17.897465,-28.847347,-11.713885,-12.348177,-5.477337,-11.663353,-1.3245853,-5.621038,2.6309285,-11.718033,-5.834692,-11.932394,-8.654267,-12.744653,-6.8142223,-6.580685,0.58978426,REAL,biden-original_seg24
0.32546103,0.0423023,1623.880367035602,1335.760493041511,2699.455870607029,0.1420555236621405,-262.74146,97.94253,-47.696335,-4.733194,-6.216063,-7.5124526,-26.214323,-13.467506,-10.500095,-0.7744707,-9.12739,-2.3748372,-15.670179,-3.1881568,-8.949268,-11.348108,-10.786221,-14.064053,-18.304039,-8.814533,REAL,biden-original_seg25
0.33026257,0.037920166,1441.562997502699,1228.8783483185211,2359.8242811501595,0.1265522039736421,-274.63193,106.36507,-61.596634,-6.713499,-14.339881,-5.626454,-14.50838,-6.949604,-10.173303,0.91078603,-7.1862326,-5.932834,-15.902385,-3.062127,-7.0649834,-8.252476,-9.105703,-10.225596,-13.146648,-13.157323,REAL,biden-original_seg26
0.29924053,0.04120917,1505.4006447967442,1369.6655919927475,2617.41214057508,0.1188941443690095,-275.75015,100.993706,-43.325806,-7.960401,-13.841012,-7.202069,-16.707293,-9.546757,-10.569978,-3.5245981,-7.251492,-1.7661921,-7.971529,-1.8320028,-13.977264,-12.873652,-11.069058,-9.439319,-10.599475,-4.1688385,REAL,biden-original_seg27
0.37334445,0.04071343,1779.4977247525028,1468.1427462160775,3099.1912939297126,0.1612622928314696,-225.70023,81.91288,-55.831768,-11.042457,-24.495466,-9.27959,-16.489023,-2.8797174,-11.158897,-2.2913098,-10.794154,-0.88392895,-11.611349,-4.666595,-9.085035,-9.811352,-12.693692,-8.587515,-13.772086,-3.0618653,REAL,biden-original_seg28
0.30994812,0.039805345,1533.757754043075,1398.2654630408072,2641.249001597444,0.1286348093051118,-279.19952,102.96334,-33.837143,-10.712258,-19.107204,-8.78654,-12.429823,-11.280424,-10.198009,-3.8351052,-8.349922,-2.3259265,-14.6054735,-4.2232594,-10.567625,-8.968676,-9.814584,-8.352235,-8.288903,-1.5435708,REAL,biden-original_seg29
0.30808362,0.04146782,1492.9612574888945,1341.3905672807437,2573.307707667732,0.1153997354233226,-273.95547,102.46436,-45.952866,-5.0436926,-9.165657,-6.121559,-24.449974,-12.61014,-13.628008,-2.0818179,-7.0442653,-1.6194353,-13.995373,-1.9675211,-9.551623,-13.666334,-14.704423,-14.865826,-14.536891,-8.507519,REAL,biden-original_seg30
0.30712265,0.04775658,1566.5244531084172,1346.1806215119825,2666.583466453674,0.1276098866813099,-251.47844,101.072945,-46.008213,-11.728945,-11.425565,-4.779712,-28.99648,-16.429914,-14.7185755,-3.321862,-5.615866,-1.3826331,-12.836767,-0.7142648,-14.6647835,-14.381245,-16.424255,-17.00779,-14.430349,-2.5858297,REAL,biden-original_seg31
0.39422756,0.042753194,1705.2673079558008,1410.6731079421531,2946.161142172524,0.1437091278953674,-215.0671,87.30164,-59.08377,-10.661747,-22.556831,-13.387955,-17.341572,-6.2913923,-9.4205065,-1.23817,-12.214986,-1.670323,-13.05878,-4.8311195,-13.031166,-10.241199,-10.954322,-6.1048193,-11.465089,-0.34294418,REAL,biden-original_seg32
0.39498612,0.05954345,1655.4106770536828,1363.7809638313336,2862.7945287539937,0.1418698831869009,-177.24432,88.05675,-64.22191,-2.9076474,-17.96626,-10.490603,-17.17601,-9.541122,-6.834187,-2.6594255,-13.043273,-2.5039525,-12.588274,-4.589032,-6.8899612,-10.181116,-9.384834,-4.921159,-13.550583,-6.271469,REAL,biden-original_seg33
0.37175968,0.041769482,1864.3906013722365,1450.2330345626694,3169.6285942492013,0.1780136157148562,-213.39772,72.54885,-63.108746,-4.8075676,-21.525557,-7.7971425,-20.507252,-11.807622,-5.9089193,2.001622,-11.874283,-4.6890945,-12.333248,-1.3602445,-5.0877624,-7.408782,-10.554094,-9.209667,-15.100333,-5.699621,REAL,biden-original_seg34
0.34211713,0.042777687,1443.610576865188,1274.1572956218074,2360.3734025559106,0.1201827076677316,-260.35364,105.99707,-53.286797,-8.54573,-11.538489,-10.376325,-24.710052,-10.141461,-11.584098,-0.7420041,-8.923516,-5.054971,-12.652751,-2.4653175,-7.3932943,-11.801898,-11.993732,-12.73909,-17.524006,-7.3102865,REAL,biden-original_seg35
0.38397178,0.038659677,1731.6665826009655,1385.2754406692188,2871.20607028754,0.1558802790535143,-243.67506,90.72136,-50.910526,-6.5859547,-15.229833,-9.925665,-19.310036,-6.25525,-11.417255,0.2572079,-7.617367,-5.731843,-15.08444,-3.3234084,-9.781727,-9.216412,-8.993105,-7.140948,-11.749595,-8.248759,REAL,biden-original_seg36
0.37905574,0.042109266,1776.0621156575196,1428.179708320614,3003.2947284345046,0.1547555161741214,-230.92102,82.477066,-53.028168,-5.706927,-16.269493,-8.733661,-19.879614,-6.603617,-14.5978155,-3.1431544,-10.20511,-2.1896446,-12.476957,-3.5128872,-8.590382,-9.448831,-9.750195,-8.244306,-13.76514,-3.908237,REAL,biden-original_seg37
0.33741528,0.04128508,1600.1575013998188,1304.468594418924,2683.0071884984027,0.1397810378394568,-270.6201,98.68137,-56.699345,-3.8183374,-7.9004407,-9.152768,-30.585917,-10.142164,-6.3725123,1.693169,-8.758714,-7.124742,-14.771259,-4.064792,-7.815555,-12.994577,-11.764193,-9.213989,-12.531442,-3.6017532,REAL,biden-original_seg38
0.3692691,0.035626017,1747.597900045497,1429.9104379989328,2997.054712460064,0.1512813872803514,-249.78278,84.5299,-55.061127,-8.189031,-18.554537,-9.224202,-18.727816,-4.8293295,-7.951626,-3.2892582,-6.6394753,-0.895454,-12.695126,-1.5062882,-10.711097,-10.946663,-12.117444,-8.266874,-10.133943,-1.9556704,REAL,biden-original_seg39
0.36617762,0.047041833,1613.1270267121588,1307.4540784545582,2709.1902955271566,0.1385392746605431,-222.40848,90.79241,-63.93871,-6.475146,-21.876722,-16.469458,-23.124037,-6.7584286,-9.687157,0.45158863,-10.13528,-1.8847553,-11.066264,-4.5893545,-7.5433555,-8.788496,-10.369318,-11.192512,-13.7862625,-5.555707,REAL,biden-original_seg40
0.3923608,0.034372807,1527.207195863746,1317.8317557185007,2649.161341853035,0.1298172923322683,-270.65207,99.53307,-52.512737,-3.0029058,-13.92687,-12.473828,-13.582721,-7.2368755,-13.948746,-6.7370987,-9.298261,-3.7843482,-11.227961,-2.1040602,-6.9302473,-6.437412,-8.51519,-8.007683,-13.191331,-9.540814,REAL,biden-original_seg41
0.39464107,0.03687711,1732.0133941338909,1502.7962299448643,3096.2210463258784,0.1470600164736421,-287.72824,91.92975,-30.682043,-5.1496444,-5.599943,-5.716299,-22.78264,-11.869994,-11.841018,-2.2604356,-8.025163,-4.2766447,-11.890535,-2.2475278,-11.587215,-12.256923,-14.287367,-14.068126,-17.262,-7.0323,REAL,biden-original_seg42
0.36360344,0.036958456,1523.0951246367615,1337.929521657153,2606.5045926517573,0.1328530601038338,-289.70856,105.25308,-40.18538,-14.014224,-12.259138,-3.304433,-18.66379,-16.04392,-11.516416,-2.447778,-8.617533,-6.1160555,-13.950566,-1.3960744,-8.609486,-11.686129,-14.0227585,-15.657492,-18.18346,-7.8406496,REAL,biden-original_seg43
0.33405754,0.048381325,1600.0733967749634,1352.120204762501,2706.7192492012778,0.1341135433306709,-254.61716,97.610504,-44.746616,-8.490607,-8.008332,-8.104279,-28.245039,-18.356552,-12.956593,-1.4699904,-7.773477,-4.418821,-13.942526,0.89063317,-9.026438,-12.490091,-16.200771,-15.903542,-17.415674,-6.38329,REAL,biden-original_seg44
0.41729978,0.037347276,1628.3266240647863,1333.3675074321677,2753.8688099041533,0.1432333266773162,-224.87929,92.61716,-68.02722,-14.143837,-26.117409,-10.150841,-12.880772,-2.7910001,-8.863004,-2.9641533,-7.915602,-2.2336292,-11.769542,-3.7108276,-9.938136,-4.536599,-9.382373,-6.958761,-14.060433,-7.7278824,REAL,biden-original_seg45
0.33365828,0.044737216,1697.9090473920337,1403.0158914697993,2927.266373801917,0.1464594149361022,-246.13094,87.238884,-51.44713,2.2927318,-12.535337,-12.550069,-19.648945,-13.713923,-10.04606,-4.5568047,-11.063077,-2.4449058,-14.042373,-2.644898,-10.951493,-7.8291764,-9.800697,-10.205534,-13.552862,-7.925078,REAL,biden-original_seg46
0.35457683,0.037075937,1585.1122537130605,1332.9167646861274,2644.094448881789,0.1384659544728434,-274.18347,93.92189,-56.782192,-4.3186374,-15.395369,-10.665119,-16.531034,-5.6606297,-8.831746,-1.8730266,-5.2584567,-2.1964517,-14.03932,-3.8908699,-9.593486,-6.9626627,-10.920842,-11.521388,-15.072542,-6.847218,REAL,biden-original_seg47
0.31535685,0.05004995,1574.7258112001623,1353.5954452001438,2699.6805111821086,0.1319045776757188,-248.11394,95.50766,-49.63148,-6.863058,-9.580573,-2.8266995,-23.908266,-13.52147,-16.6771,-4.465358,-10.706086,-3.9273272,-13.338021,-2.3306544,-9.164699,-9.043675,-12.243905,-13.080379,-17.908232,-9.98465,REAL,biden-original_seg48
0.34129167,0.041780073,1646.2274897842815,1418.722116841018,2811.6014376996804,0.1357359474840255,-267.48514,92.294136,-40.831497,-0.16244556,-9.691748,-7.8022943,-21.414894,-6.2192082,-15.766271,-4.660008,-12.503538,-7.865767,-14.477277,-1.1497062,-8.326464,-10.027805,-13.187323,-10.606409,-16.95847,-10.526172,REAL,biden-original_seg49
0.3181246,0.04552448,1568.7026928991693,1315.4795433061845,2609.774361022364,0.1333975014976038,-240.82393,95.896965,-60.598984,-7.1066947,-12.7453375,-8.509913,-20.950275,-6.484268,-10.138969,-2.810096,-10.740891,-4.435552,-14.708471,-4.1334333,-11.381726,-10.747516,-10.743449,-8.97286,-15.459166,-7.5524144,REAL,biden-original_seg50
0.34753937,0.048377845,1688.7624225671386,1334.3082707757983,2805.935503194888,0.1508555061900958,-226.24576,87.20294,-65.4406,-10.195297,-18.280813,-8.307461,-14.261989,-4.1751175,-10.956059,-2.0987823,-9.116016,-2.1315784,-16.820814,-5.653966,-9.939773,-8.034675,-9.065419,-8.839189,-13.229976,-8.131934,REAL,biden-original_seg51
0.3897081,0.031113384,1438.466024414428,1196.0610076599123,2309.9291134185305,0.1296737719648562,-326.5303,107.669655,-51.96898,-5.5163894,0.12054697,-6.835975,-19.112383,-10.757441,-6.235048,0.6598109,-6.1015964,-5.6953254,-15.33065,-4.072247,-7.956122,-11.049861,-12.037827,-12.531016,-13.240509,-3.8937442,REAL,biden-original_seg52
0.39957184,0.027668957,1494.9587669581242,1269.1595702451768,2522.389177316294,0.1298297723642172,-331.50076,106.59122,-52.360462,-7.487744,-8.881343,-4.389137,-13.651661,-8.29103,-4.354927,-3.2356431,-7.0159836,-2.5367727,-13.176242,-3.6000063,-10.257915,-12.59441,-6.7149944,-6.507199,-9.378073,-7.7614355,REAL,biden-original_seg53
0.33910814,0.039208848,1486.1661837072668,1295.3401341666845,2475.2396166134185,0.1209159095447284,-286.42728,100.993195,-53.917706,-6.1104136,-10.386751,-11.474252,-16.95916,-14.284835,-11.383974,-3.51063,-9.477461,1.8909304,-12.786659,-5.006613,-11.730227,-12.816944,-8.348903,-11.099116,-13.07863,-7.3148394,REAL,biden-original_seg54
0.36942616,0.025533529,1414.8194392833482,1272.1850688007871,2406.4996006389774,0.10590087110623,-357.61002,105.038055,-38.423275,7.769529,8.056994,-11.961791,-18.594427,-9.2610035,-4.3933053,-1.3976188,-10.183863,-4.7993655,-11.174284,-9.664391,-11.295858,-14.925659,-13.98161,-12.581582,-12.67753,-4.5823593,REAL,biden-original_seg55
0.41154447,0.044835348,1744.3274940561162,1358.4978986592043,2951.22803514377,0.1640781000399361,-198.81459,81.37087,-70.515015,-4.025391,-26.234379,-13.303298,-10.016784,-7.7113647,-6.440083,-4.6470165,-12.321517,-0.50479263,-15.26365,-7.347854,-7.3611193,-8.252428,-10.689888,-7.032169,-13.6077585,-4.25411,REAL,biden-original_seg56
0.32366177,0.04824303,1778.8956426898726,1402.2400520986469,2994.4588658146963,0.1557445587060703,-264.8154,82.185814,-43.65776,3.2227185,-4.3587737,-12.432752,-24.800608,-13.776191,-15.670168,-2.2643063,-10.192331,-0.77956635,-11.981649,-3.7152424,-10.736578,-14.352249,-13.007574,-11.799134,-11.658758,-0.20918484,REAL,biden-original_seg57
0.34443393,0.043519646,1626.4978231406217,1320.0112330560337,2756.664337060703,0.1438744883186901,-267.7648,91.073784,-59.20829,3.5241332,-13.454045,-13.251317,-16.376406,-9.138947,-8.86536,-4.0848327,-7.3800187,-3.721037,-16.249144,-3.394894,-9.09599,-11.202176,-9.884271,-11.35484,-11.000554,-4.3715825,REAL,biden-original_seg58
0.35560462,0.0438707,1531.351771313297,1309.213419431593,2555.111821086262,0.1297268121006389,-293.5176,96.02395,-48.918114,-1.0314984,-7.3215847,-8.186273,-20.958775,-11.256183,-10.9914055,-3.982082,-12.076756,-4.825565,-11.776619,-1.882043,-6.700995,-10.206464,-10.031995,-13.688957,-18.288225,-11.576326,REAL,biden-original_seg59
0.0050389846,2.2558954e-05,31.59467726206821,20.95613495275496,57.68270766773163,7.488019169329073e-05,-1125.8413,0.22692293,-0.075478256,-0.15084551,-0.14343326,0.14799713,-0.14986423,-0.18910931,0.17922369,-0.0038129971,-0.25804105,-0.0896611,-0.04790968,0.0047629345,0.052128,-0.024781354,-0.066771284,0.024660327,-0.039053123,0.007023578,REAL,biden-original_seg60
0.40472555,0.05984896,1610.79005945966,1491.1404112206792,3051.3678115015973,0.1172764202276357,-234.97311,114.87078,-12.2054615,29.630726,0.92278236,-0.25034982,-0.27036706,-3.023289,4.081249,-1.976846,-1.9509203,4.495182,2.8271031,2.7983873,-2.858004,5.8200426,0.11202642,-0.8551217,-0.38230237,3.1807818,REAL,linus-original_seg0
0.37699646,0.06777446,1418.3494195888888,1366.193382349848,2659.719448881789,0.0983520117811501,-242.68286,123.67949,-13.445011,32.82129,-1.8129785,-0.25294802,-1.472963,-2.9936433,7.4290595,-2.0893672,-1.8493124,3.4180748,2.6031728,4.1448855,-0.6751953,3.7561533,-0.53395796,-1.3768827,0.8514881,0.7442509,REAL,linus-original_seg1
0.4139208,0.060651872,1418.255977680303,1321.705451440066,2625.3744009584666,0.0985782123602236,-247.02332,126.49443,-24.351103,30.846664,-4.7246866,4.153785,1.9349773,-4.531321,4.991787,-1.1833589,-1.2859448,3.2511466,-0.8781246,0.9692769,-0.8635986,0.67699856,-3.1186068,-0.1951467,-0.3758269,0.041462798,REAL,linus-original_seg2
0.3440451,0.073283456,1700.6732991421804,1522.779605616264,3239.4918130990413,0.1109927241413738,-227.23756,87.92299,-15.857865,35.239594,-6.093706,2.8839378,-0.18390672,-3.7772615,3.835245,-7.0343037,-0.4642061,1.3556077,-0.18881409,4.330205,-1.269373,3.5257113,-0.3974837,-3.8004825,-0.46227452,1.03188,REAL,linus-original_seg3
0.36273843,0.06773831,1759.233517485556,1566.1770911517192,3281.6244009584666,0.1169051392771565,-228.46483,84.36463,-10.234673,31.799171,-4.474386,2.8633814,-2.1976805,-2.4145024,0.96365035,-6.8524346,-2.7198765,0.94603974,0.38849294,5.094209,-2.64191,4.5037327,-1.4771928,-3.0276904,-0.8172754,0.28220052,REAL,linus-original_seg4
0.36151317,0.06523181,1554.1131063133598,1449.171700561101,2963.6331869009587,0.1053860697883386,-231.38925,114.85131,-13.971301,27.517565,0.6954929,-2.6200554,-2.4710526,-5.2076154,3.7953377,-4.653367,-4.147335,3.411639,1.5049291,5.0051084,-0.4624159,1.210848,-0.67620623,1.9056525,0.2715405,-0.46470067,REAL,linus-original_seg5
0.40828001,0.060901985,1366.588694482817,1347.1087519743376,2615.9644568690096,0.0825164112420127,-285.84726,109.699234,-18.58567,40.230225,1.382205,-0.51123476,5.002623,-5.1008377,6.122386,-3.863002,-0.108529285,4.967586,-0.044787105,1.5455751,1.685355,4.908366,1.1030788,2.3463526,0.11235675,2.82278,REAL,linus-original_seg6
0.3769097,0.060921796,1616.7507632707425,1498.2773140058223,3109.6246006389774,0.1102080421325878,-228.13603,114.70038,-9.988841,28.050756,-0.027943572,-4.4910913,-1.391701,-4.7041593,3.656231,-3.0738015,-5.4700184,2.1600082,1.2725493,3.6746612,-2.0779521,5.146616,-0.7286057,-1.0974343,0.8338392,0.5596094,REAL,linus-original_seg7
0.3773911,0.06273596,1754.7824936136171,1518.660078453019,3290.410343450479,0.1348436251996805,-217.08357,109.48208,-12.769292,25.72643,2.6515489,-4.00244,-3.0225554,-3.884297,5.654108,1.2220247,-3.4087164,5.5478587,1.1357899,3.432192,-1.465304,5.2431016,0.5553771,-1.0355227,-0.987909,0.55848306,REAL,linus-original_seg8
0.39041832,0.06438105,1521.3108528945415,1502.2161047431655,2994.059504792332,0.0963957667731629,-235.49037,112.7755,-10.047994,27.516203,-0.4224766,0.22716181,-2.1939251,-4.0651197,7.3658586,0.07879105,-1.6424509,2.4593437,1.2862794,6.6750245,-1.4978,3.9691322,-0.4623775,-0.5486107,-0.5053335,1.6228861,REAL,linus-original_seg9
0.42199388,0.05973771,1679.3215916928627,1619.48334695239,3335.5880591054315,0.1180985423322683,-214.72594,101.36665,-9.175476,30.238081,3.2563236,-4.272213,-2.0590622,3.4101837,5.2189107,2.6328807,-5.126222,5.740604,1.4206036,4.286387,-1.645279,3.093517,-2.8393204,0.7392509,-4.379336,0.3222452,REAL,linus-original_seg10
0.40296775,0.06567666,1620.7991413546706,1540.9792758327417,3162.789536741214,0.1055919903154952,-206.5461,106.48857,-12.442642,29.888884,-3.9206114,-1.1742628,1.2408338,-0.5381423,1.4743704,2.3910024,-2.75695,4.5728855,2.0245166,3.200502,-1.9380635,1.5897801,-2.7367837,0.4069344,-3.6604674,-0.35953555,REAL,linus-original_seg11
0.38732922,0.080244735,1652.2883166744095,1532.782964297172,3116.338857827476,0.1185946236022364,-197.76813,105.82936,-9.411074,24.49202,-4.5434866,-1.3604021,-2.3417103,-0.48342282,1.9899482,-3.0028918,-3.9859958,3.5932515,-0.9513786,3.8629315,-3.1762357,1.7398198,-0.9365438,-1.6373117,-3.5214524,0.9538929,REAL,linus-original_seg12
